id	message
PRICING_CHAT_INVALID	The pricing for the [subscription](https://core.telegram.org/api/subscriptions) is invalid, the maximum price is specified in the [`stars_subscription_amount_max` config key »](https://core.telegram.org/api/config#stars-subscription-amount-max).
PRIVACY_KEY_INVALID	The privacy key is invalid.
PRIVACY_TOO_LONG	Your privacy exception list has exceeded the maximum capacity.
PRIVACY_VALUE_INVALID	The specified privacy rule combination is invalid.
PUBLIC_BROADCAST_EXPECTED	A public channel was expected, but something else was provided.
PUBLIC_KEY_REQUIRED	A public key is required.
QUERY_ID_EMPTY	The query ID is empty.
QUERY_ID_INVALID	The query ID is invalid.
QUERY_TOO_SHORT	The query string is too short.
QUICK_REPLIES_TOO_MUCH	A maximum of [appConfig.`quick_replies_limit`](https://core.telegram.org/api/config#quick-replies-limit) shortcuts may be created, the limit was reached.
QUIZ_ANSWER_MISSING	You can forward a quiz while hiding the original author only after choosing an option in the quiz.
QUIZ_CORRECT_ANSWERS_EMPTY	No correct quiz answer was specified.
QUIZ_CORRECT_ANSWERS_TOO_MUCH	You specified too many correct answers in a quiz, quizzes can only have one right answer!.
QUIZ_CORRECT_ANSWER_INVALID	An invalid value was provided to the correct_answers field.
QUIZ_MULTIPLE_INVALID	A quiz can't have multiple answers.
QUOTE_TEXT_INVALID	The specified quote text is invalid.
RAISE_HAND_FORBIDDEN	You cannot raise your hand.
RANDOM_ID_EMPTY	The random ID is empty.
RANDOM_ID_INVALID	The provided random ID is invalid.
RANDOM_LENGTH_INVALID	The random length is invalid.
RANGES_INVALID	Invalid range provided.
REACTIONS_COUNT_INVALID	The count of the reactions should be less than `stars_paid_reaction_amount_max` stars, you can't react with more number of stars, see [the docs for more info](https://core.telegram.org/api/config#client-configuration).
REACTIONS_TOO_MANY	Non-premium users, can set up only one reaction per message.
REACTION_EMPTY	The specified reaction is empty.
REACTION_INVALID	The specified reaction is invalid (only valid emoji are allowed).
RECEIPT_EMPTY	The specified receipt is empty.
REFLECTOR_NOT_AVAILABLE	The call reflector is not available.
REPLY_MARKUP_BUY_EMPTY	Reply markup for buy button empty.
REPLY_MARKUP_GAME_EMPTY	A game message is being edited, but the newly provided keyboard doesn't have a keyboardButtonGame button.
REPLY_MARKUP_INVALID	The provided reply markup is invalid.
REPLY_MARKUP_TOO_LONG	The specified reply markup is too long.
REPLY_MESSAGES_TOO_MUCH	Each shortcut can contain a maximum of [appConfig.`quick_reply_messages_limit`](https://core.telegram.org/api/config#quick-reply-messages-limit) messages, the limit was reached.
REPLY_MESSAGE_ID_INVALID	The specified reply message id is invalid.
REPLY_TO_INVALID	The specified `reply_to` field is invalid.
REPLY_TO_MONOFORUM_PEER_INVALID	The specified `reply_to` field is invalid.
REPLY_TO_USER_INVALID	The replied-to user is invalid.
REQUEST_TOKEN_INVALID	The master DC did not accept the `request_token` from the CDN DC. Continue downloading the file from the master DC using upload.getFile.
RESET_REQUEST_MISSING	No password reset is in progress.
RESULTS_TOO_MUCH	The result contains too many items.
RESULT_ID_DUPLICATE	The result contains items with duplicated identifiers.
RESULT_ID_EMPTY	Result ID empty.
RESULT_ID_INVALID	The given result cannot be used to send the selection to the bot.
RESULT_TYPE_INVALID	The result type is invalid.
REVOTE_NOT_ALLOWED	You cannot change your vote.
RIGHTS_NOT_MODIFIED	The new admin rights are equal to the old rights, no change was made.
RINGTONE_INVALID	The specified ringtone is invalid.
RINGTONE_MIME_INVALID	The MIME type for the ringtone is invalid.
RSA_DECRYPT_FAILED	Internal RSA decryption failed.
SAVED_DIALOGS_UNSUPPORTED	You cannot use this method.
SAVED_PEER_INVALID	The saved peer is invalid.
SCHEDULE_BOT_NOT_ALLOWED	Bots are not allowed to schedule messages.
SCHEDULE_DATE_INVALID	Invalid schedule date provided.
SCHEDULE_DATE_TOO_LATE	The date you tried to schedule is too far in the future (more than one year).
SCHEDULE_STATUS_PRIVATE	You cannot schedule a message until the person comes online if their privacy does not show this information.
SCHEDULE_TOO_MUCH	You tried to schedule too many messages in this chat.
SCORE_INVALID	The specified game score is invalid.
SEARCH_QUERY_EMPTY	The search query is empty.
SEARCH_WITH_LINK_NOT_SUPPORTED	You cannot provide a search query and an invite link at the same time.
SECONDS_INVALID	The seconds interval is invalid.
SECURE_SECRET_REQUIRED	A secure secret is required.
SEND_AS_PEER_INVALID	You can't send messages as the specified peer.
SEND_MESSAGE_MEDIA_INVALID	The message media is invalid.
SEND_MESSAGE_TYPE_INVALID	The message type is invalid.
SESSION_TOO_FRESH_X	This session was created less than 24 hours ago, try again in {value} seconds.
SETTINGS_INVALID	Invalid settings were provided.
SHA256_HASH_INVALID	The provided SHA256 hash is invalid.
SHORTCUT_INVALID	The specified shortcut is invalid.
SHORTNAME_OCCUPY_FAILED	An error occurred when trying to register the short-name used for the sticker pack. Try a different name.
SHORT_NAME_INVALID	The specified short name is invalid.
SHORT_NAME_OCCUPIED	The specified short name is already in use.
SLOTS_EMPTY	The specified slot list is empty.
SLOWMODE_MULTI_MSGS_DISABLED	Slowmode is enabled, you cannot forward multiple messages to this group.
SLUG_INVALID	The specified invoice slug is invalid.
SMSJOB_ID_INVALID	The specified job ID is invalid.
SMS_CODE_CREATE_FAILED	An error occurred while creating the SMS code.
SRP_A_INVALID	The specified inputCheckPasswordSRP.A value is invalid.
SRP_ID_INVALID	Invalid SRP ID provided.
SRP_PASSWORD_CHANGED	The password has changed.
STARGIFT_ALREADY_CONVERTED	The provided star gift already converted to stars.
STARGIFT_ALREADY_TRANSFERRED	The provided star gift is already transferred.
STARGIFT_ALREADY_UPGRADED	This star gift was already upgraded before.
STARGIFT_CONVERT_TOO_OLD	This gift can no longer be converted into stars.
STARGIFT_EXPORT_UNAVAILABLE	This gift is not available for export yet.
STARGIFT_INVALID	The passed [inputInvoiceStarGift](https://core.telegram.org/constructor/inputInvoiceStarGift) is invalid.
STARGIFT_MESSAGE_INVALID	The provided message for this gift is invalid.
STARGIFT_NOT_FOUND	The specified star gift was not found.
STARGIFT_NOT_OWNER	You can't control this gift because it doesn't belong to you.
STARGIFT_OWNER_INVALID	The specified gift owner is invalid.
STARGIFT_RESELL_CURRENCY_NOT_ALLOWED	The currency provided for gift resell is not allowed.
STARGIFT_RESELL_NOT_ALLOWED	You can't buy this gift. Someone else may have already bought it or this gift is not for sale.
STARGIFT_RESELL_TOO_EARLY_X	A wait of {value} seconds is required to resell this gift.
STARGIFT_SLUG_INVALID	The provided star gift slug is invalid (must match the format CollectionName-123).
STARGIFT_TRANSFER_TOO_EARLY_X	A wait of {value} seconds is required to transfer this gift.
STARGIFT_UPGRADE_UNAVAILABLE	Gift is not available for upgrade yet.
STARGIFT_USAGE_LIMITED	The gift is sold out.
STARREF_AWAITING_END	The previous referral program was terminated less than 24 hours ago: further changes can be made after the date specified in userFull.starref_program.end_date.
STARREF_EXPIRED	The specified referral link is expired.
STARREF_HASH_REVOKED	The specified affiliate link was already revoked.
STARREF_MONTHS_TOO_LOW	The `duration_months` parameter must be between 0 and 36.
STARREF_PERMILLE_INVALID	The specified commission_permille is invalid: the minimum and maximum values for this parameter are contained in the [starref_min_commission_permille](https://core.telegram.org/api/config#starref-min-commission-permille) and [starref_max_commission_permille](https://core.telegram.org/api/config#starref-max-commission-permille) client configuration parameters.
STARREF_PERMILLE_TOO_LOW	The specified commission_permille is too low: the minimum and maximum values for this parameter are contained in the [starref_min_commission_permille](https://core.telegram.org/api/config#starref-min-commission-permille) and [starref_max_commission_permille](https://core.telegram.org/api/config#starref-max-commission-permille) client configuration parameters.
STARS_AMOUNT_INVALID	The specified `paid_stars` amount is invalid.
STARS_FORM_AMOUNT_MISMATCH	The stars form amount mismatch.
STARS_INVOICE_INVALID	The specified Telegram Star invoice is invalid.
STARS_PAYMENT_REQUIRED	To import this chat invite link, you must first [pay for the associated Telegram Star subscription »](https://core.telegram.org/api/subscriptions#channel-subscriptions).
START_PARAM_EMPTY	The start parameter is empty.
START_PARAM_INVALID	The start parameter invalid.
START_PARAM_TOO_LONG	The start parameter is too long.
STICKERPACK_STICKERS_TOO_MUCH	There are too many stickers in this stickerpack, you can't add any more.
STICKERSET_INVALID	The requested sticker set is invalid.
STICKERSET_NOT_MODIFIED	TThe sticker set is not modified.
STICKERS_EMPTY	No sticker provided.
STICKERS_TOO_MUCH	There are too many stickers in this stickerpack, you can't add any more.
STICKER_DOCUMENT_INVALID	The specified sticker document is invalid.
STICKER_EMOJI_INVALID	Sticker emoji invalid.
STICKER_FILE_INVALID	Sticker file invalid.
STICKER_GIF_DIMENSIONS	The specified video sticker has invalid dimensions.
STICKER_ID_INVALID	The provided sticker ID is invalid.
STICKER_INVALID	The provided sticker is invalid.
STICKER_MIME_INVALID	The specified sticker MIME type is invalid. Make sure to pass a valid image file for the right InputFile parameter.
STICKER_PNG_DIMENSIONS	SThe sticker png dimensions are invalid.
STICKER_PNG_NOPNG	Stickers must be png files but the provided image was not a png.
STICKER_TGS_NODOC	You must send the animated sticker as a document.
STICKER_TGS_NOTGS	A tgs sticker file was expected, but something else was provided.
STICKER_THUMB_PNG_NOPNG	IA png sticker thumbnail file was expected, but something else was provided.
STICKER_THUMB_TGS_NOTGS	Incorrect stickerset TGS thumb file provided.
STICKER_VIDEO_BIG	The specified video sticker is too big.
STICKER_VIDEO_NODOC	You must send the video sticker as a document.
STICKER_VIDEO_NOWEBM	A webm video file was expected, but something else was provided.
STORAGE_KEY_REQUIRED	A cloud storage key is required.
STORIES_NEVER_CREATED	This peer hasn't ever posted any stories.
STORIES_TOO_MUCH	You have hit the maximum active stories limit as specified by the [`story_expiring_limit_*` client configuration parameters](https://core.telegram.org/api/config#story-expiring-limit-default): you should buy a [Premium](https://core.telegram.org/api/premium) subscription, delete an active story, or wait for the oldest story to expire.
STORY_ID_EMPTY	You specified no story IDs.
STORY_ID_INVALID	The specified story ID is invalid.
STORY_NOT_MODIFIED	The new story information you passed is equal to the previous story information, thus it wasn't modified.
STORY_PERIOD_INVALID	The specified story period is invalid for this account.
STORY_PUBLIC_MISSING	The story you are trying to access or manipulate is not publicly available.
STORY_SEND_FLOOD_MONTHLY_X	You've hit the monthly story limit as specified by the [`stories_sent_monthly_limit_*` client configuration parameters](https://core.telegram.org/api/config#stories-sent-monthly-limit-default): wait {value} seconds before posting a new story.
STORY_SEND_FLOOD_WEEKLY_X	You've hit the weekly story limit as specified by the [`stories_sent_weekly_limit_*` client configuration parameters](https://core.telegram.org/api/config#stories-sent-weekly-limit-default): wait {value} seconds before posting a new story.
SUBSCRIPTION_EXPORT_MISSING	You cannot send a [bot subscription invoice](https://core.telegram.org/api/subscriptions#bot-subscriptions) directly, you may only create invoice links using [payments.exportInvoice](https://core.telegram.org/method/payments.exportInvoice).
SUBSCRIPTION_PERIOD_INVALID	The specified subscription_pricing.period is invalid.
SWITCH_PM_TEXT_EMPTY	The switch_pm.text field was empty.
SWITCH_WEBVIEW_URL_INVALID	The URL specified in switch_webview.url is invalid!.
TAKEOUT_INVALID	The specified takeout ID is invalid.
TAKEOUT_REQUIRED	The method must be invoked inside a [takeout](https://core.telegram.org/api/takeout) session.
TASK_ALREADY_EXISTS	An email reset was already requested.
TEMP_AUTH_KEY_ALREADY_BOUND	The passed temporary key is already bound to another **perm_auth_key_id**.
TEMP_AUTH_KEY_EMPTY	The temporary auth key provided is empty.
TERMS_URL_INVALID	The specified [invoice](https://core.telegram.org/constructor/invoice).`terms_url` is invalid.
THEME_FILE_INVALID	Invalid theme file provided.
THEME_FORMAT_INVALID	Invalid theme format provided.
THEME_INVALID	Invalid theme provided.
THEME_MIME_INVALID	You cannot create this theme because the mime-type is invalid.
THEME_PARAMS_INVALID	The specified `theme_params` field is invalid.
THEME_TITLE_INVALID	The specified theme title is invalid.
TIMEZONE_INVALID	The specified timezone does not exist.
TITLE_INVALID	The specified stickerpack title is invalid.
TMP_PASSWORD_DISABLED	The temporary password is disabled.
TMP_PASSWORD_INVALID	The temporary password is invalid.
TODO_ITEM_DUPLICATE	The provided ToDo task already exists.
TOKEN_EMPTY	The specified token is empty.
TOKEN_INVALID	The provided token is invalid.
TOKEN_SECRET_INVALID	The specified token secret is invalid.
TOKEN_TYPE_INVALID	The specified token type is invalid.
TOPICS_EMPTY	You specified no topic IDs.
TOPIC_CLOSED	This topic was closed, you can't send messages to it anymore.
TOPIC_CLOSE_SEPARATELY	The `close` flag cannot be provided together with any of the other flags.
TOPIC_DELETED	The specified topic was deleted.
TOPIC_HIDE_SEPARATELY	The `hide` flag cannot be provided together with any of the other flags.
TOPIC_ID_INVALID	The specified topic ID is invalid.
TOPIC_NOT_MODIFIED	The updated topic info is equal to the current topic info, nothing was changed.
TOPIC_TITLE_EMPTY	The specified topic title is empty.
TO_LANG_INVALID	The specified destination language is invalid.
TRANSACTION_ID_INVALID	The specified transaction ID is invalid.
TRANSCRIPTION_FAILED	Telegram is having internal problems. Please try again later to transcribe the audio.
TRANSLATE_REQ_QUOTA_EXCEEDED	Translation is currently unavailable due to a temporary server-side lack of resources.
TTL_DAYS_INVALID	The provided TTL days is invalid.
TTL_MEDIA_INVALID	The media does not support self-destruction.
TTL_PERIOD_INVALID	The specified TTL period is invalid.
TYPES_EMPTY	The types parameter is empty.
TYPE_CONSTRUCTOR_INVALID	The type constructor is invalid.
UNKNOWN_ERROR	Unknown error.
UNSUPPORTED	This method is not supported.
UNTIL_DATE_INVALID	That date parameter is invalid.
URL_INVALID	The URL provided is invalid.
USAGE_LIMIT_INVALID	The specified usage limit is invalid.
USERNAMES_ACTIVE_TOO_MUCH	The maximum number of active usernames was reached.
USERNAME_INVALID	The provided username is not valid.
USERNAME_NOT_MODIFIED	The username was not modified because you tried to edit it using the same one.
USERNAME_NOT_OCCUPIED	The provided username is not occupied by anyone.
USERNAME_OCCUPIED	The provided username is already in use by someone else.
USERNAME_PURCHASE_AVAILABLE	The specified username can be purchased on https://fragment.com.
USERPIC_UPLOAD_REQUIRED	You are required to upload a profile picture for this action.
USERS_TOO_FEW	Not enough users (to create a chat, for example).
USERS_TOO_MUCH	The maximum number of users has been exceeded (to create a chat, for example).
USER_ADMIN_INVALID	The action requires admin privileges. Probably you tried to edit admin privileges on someone you don't have rights to.
USER_ALREADY_INVITED	You have already invited this user.
USER_ALREADY_PARTICIPANT	The user is already a participant of this chat.
USER_BANNED_IN_CHANNEL	You're limited from sending messages in supergroups/channels, check @spambot for details.
USER_BLOCKED	The user is blocked.
USER_BOT	Bots in channels can only be administrators, not members.
USER_BOT_INVALID	User accounts must provide the `bot` method parameter when calling this method. If there is no such method parameter, this method can only be invoked by bot accounts.
USER_BOT_REQUIRED	This method can only be called by a bot.
USER_CHANNELS_TOO_MUCH	One of the users you tried to add is already in too many channels/supergroups.
USER_CREATOR	The user id being used is invalid or not known yet. Make sure you meet the user before interacting with it.
USER_GIFT_UNAVAILABLE	Gifts are not available in the current region ([stars_gifts_enabled](https://core.telegram.org/api/config#stars-gifts-enabled) is equal to false).
USER_ID_INVALID	The provided user id is invalid.
USER_INVALID	The provided user is invalid.
USER_IS_BLOCKED	You were blocked by this user.
USER_IS_BOT	A bot cannot send messages to other bots or to itself.
USER_KICKED	This user was kicked from this chat.
USER_NOT_MUTUAL_CONTACT	The provided user is not a mutual contact.
USER_NOT_PARTICIPANT	You're not a member of this chat.
USER_PUBLIC_MISSING	The accounts username is missing.
USER_RIGHTS_MISSING	The user rights is missing.
USER_VOLUME_INVALID	The specified user volume is invalid.
VENUE_ID_INVALID	The specified venue ID is invalid.
VIDEO_CONTENT_TYPE_INVALID	The video content type is invalid (i.e.: not streamable).
VIDEO_FILE_INVALID	The specified video file is invalid.
VIDEO_PAUSE_FORBIDDEN	You cannot pause the video stream.
VIDEO_STOP_FORBIDDEN	You cannot stop the video stream.
VIDEO_TITLE_EMPTY	The specified video title is empty.
VOICE_MESSAGES_FORBIDDEN	This user's privacy settings forbid you from sending voice messages.
VOLUME_LOC_NOT_FOUND	The volume location can't be found.
WALLPAPER_FILE_INVALID	TThe provided file cannot be used as a wallpaper.
WALLPAPER_INVALID	The specified wallpaper is invalid.
WALLPAPER_MIME_INVALID	The specified wallpaper MIME type is invalid.
WALLPAPER_NOT_FOUND	The specified wallpaper could not be found.
WC_CONVERT_URL_INVALID	WC convert URL invalid.
WEBDOCUMENT_INVALID	Invalid webdocument URL provided.
WEBDOCUMENT_MIME_INVALID	Invalid webdocument mime type provided.
WEBDOCUMENT_SIZE_TOO_BIG	Webdocument is too big!.
WEBDOCUMENT_URL_EMPTY	The passed web document URL is empty.
WEBDOCUMENT_URL_INVALID	The specified webdocument URL is invalid.
WEBPAGE_CURL_FAILED	Telegram server could not fetch the provided URL.
WEBPAGE_MEDIA_EMPTY	The URL doesn't contain any valid media.
WEBPAGE_NOT_FOUND	A preview for the specified webpage `url` could not be generated.
WEBPAGE_URL_INVALID	The specified webpage `url` is invalid.
WEBPUSH_AUTH_INVALID	The specified web push authentication secret is invalid.
WEBPUSH_KEY_INVALID	The specified web push elliptic curve Diffie-Hellman public key is invalid.
WEBPUSH_TOKEN_INVALID	The specified web push token is invalid.
YOU_BLOCKED_USER	You blocked this user.
